r,x_stable,x_saddle
-0.35,nan,nan
-0.3472945891783567,nan,nan
-0.3445891783567134,nan,nan
-0.3418837675350701,nan,nan
-0.33917835671342683,nan,nan
-0.33647294589178356,nan,nan
-0.33376753507014023,nan,nan
-0.33106212424849696,nan,nan
-0.3283567134268537,nan,nan
-0.3256513026052104,nan,nan
-0.3229458917835671,nan,nan
-0.3202404809619238,nan,nan
-0.31753507014028054,nan,nan
-0.31482965931863727,nan,nan
-0.31212424849699394,nan,nan
-0.30941883767535067,nan,nan
-0.3067134268537074,nan,nan
-0.3040080160320641,nan,nan
-0.3013026052104208,nan,nan
-0.2985971943887775,nan,nan
-0.29589178356713425,nan,nan
-0.293186372745491,nan,nan
-0.29048096192384765,nan,nan
-0.2877755511022044,nan,nan
-0.2850701402805611,nan,nan
-0.2823647294589178,nan,nan
-0.2796593186372745,nan,nan
-0.27695390781563123,nan,nan
-0.27424849699398796,nan,nan
-0.2715430861723447,nan,nan
-0.26883767535070136,nan,nan
-0.2661322645290581,nan,nan
-0.2634268537074148,nan,nan
-0.2607214428857715,nan,nan
-0.2580160320641282,nan,nan
-0.25531062124248494,nan,nan
-0.25260521042084166,nan,nan
-0.24989979959919836,nan,nan
-0.24719438877755506,nan,nan
-0.2444889779559118,nan,nan
-0.24178356713426852,nan,nan
-0.23907815631262522,nan,nan
-0.23637274549098192,nan,nan
-0.23366733466933864,nan,nan
-0.23096192384769537,nan,nan
-0.22825651302605207,nan,nan
-0.22555110220440877,nan,nan
-0.2228456913827655,nan,nan
-0.2201402805611222,nan,nan
-0.21743486973947893,nan,nan
-0.21472945891783562,nan,nan
-0.21202404809619235,nan,nan
-0.20931863727454905,nan,nan
-0.20661322645290578,nan,nan
-0.20390781563126248,nan,nan
-0.2012024048096192,nan,nan
-0.1984969939879759,nan,nan
-0.19579158316633263,nan,nan
-0.19308617234468933,nan,nan
-0.19038076152304606,nan,nan
-0.18767535070140276,nan,nan
-0.1849699398797595,nan,nan
-0.1822645290581162,nan,nan
-0.17955911823647291,nan,nan
-0.17685370741482961,nan,nan
-0.1741482965931863,nan,nan
-0.17144288577154304,nan,nan
-0.16873747494989974,nan,nan
-0.16603206412825647,nan,nan
-0.16332665330661317,nan,nan
-0.1606212424849699,nan,nan
-0.1579158316633266,nan,nan
-0.15521042084168332,nan,nan
-0.15250501002004002,nan,nan
-0.14979959919839675,nan,nan
-0.14709418837675345,nan,nan
-0.14438877755511018,nan,nan
-0.14168336673346688,nan,nan
-0.1389779559118236,nan,nan
-0.1362725450901803,nan,nan
-0.13356713426853703,nan,nan
-0.13086172344689373,nan,nan
-0.12815631262525046,nan,nan
-0.12545090180360716,nan,nan
-0.12274549098196388,nan,nan
-0.12004008016032058,nan,nan
-0.11733466933867731,nan,nan
-0.11462925851703401,nan,nan
-0.11192384769539074,nan,nan
-0.10921843687374744,nan,nan
-0.10651302605210416,nan,nan
-0.10380761523046086,nan,nan
-0.10110220440881759,nan,nan
-0.09839679358717429,nan,nan
-0.09569138276553102,nan,nan
-0.09298597194388775,nan,nan
-0.09028056112224442,nan,nan
-0.08757515030060115,nan,nan
-0.08486973947895787,nan,nan
-0.08216432865731454,nan,nan
-0.07945891783567127,nan,nan
-0.076753507014028,nan,nan
-0.07404809619238473,nan,nan
-0.0713426853707414,nan,nan
-0.06863727454909813,nan,nan
-0.06593186372745485,nan,nan
-0.06322645290581158,nan,nan
-0.06052104208416825,nan,nan
-0.05781563126252498,nan,nan
-0.05511022044088171,nan,nan
-0.052404809619238435,nan,nan
-0.04969939879759511,nan,nan
-0.046993987975951834,nan,nan
-0.04428857715430856,nan,nan
-0.04158316633266529,nan,nan
-0.03887775551102196,nan,nan
-0.03617234468937869,nan,nan
-0.033466933867735416,nan,nan
-0.030761523046092143,nan,nan
-0.028056112224448815,nan,nan
-0.025350701402805542,nan,nan
-0.02264529058116227,nan,nan
-0.019939879759518997,nan,nan
-0.01723446893787567,nan,nan
-0.014529058116232396,nan,nan
-0.011823647294589124,nan,nan
-0.009118236472945851,nan,nan
-0.006412825651302523,nan,nan
-0.00370741482965925,nan,nan
-0.0010020040080159776,nan,nan
0.0017034068136273506,0.04127234926227668,-0.04127234926227668
0.004408817635270623,0.06639892796778141,-0.06639892796778141
0.007114228456913896,0.08434588583276541,-0.08434588583276541
0.009819639278557168,0.09909409305582835,-0.09909409305582835
0.012525050100200497,0.11191537025896173,-0.11191537025896173
0.01523046092184377,0.12341175358062038,-0.12341175358062038
0.017935871743487042,0.13392487350558538,-0.13392487350558538
0.020641282565130314,0.14367074359496548,-0.14367074359496548
0.023346693386773643,0.15279624794730282,-0.15279624794730282
0.026052104208416915,0.16140664239248928,-0.16140664239248928
0.028757515030060188,0.1695804087448199,-0.1695804087448199
0.03146292585170346,0.17737791816261533,-0.17737791816261533
0.03416833667334679,0.184846792434564,-0.184846792434564
0.03687374749499006,0.19202538242375683,-0.19202538242375683
0.039579158316633334,0.19894511382950156,-0.19894511382950156
0.042284569138276606,0.20563212088162833,-0.20563212088162833
0.044989979959919935,0.21210841558014604,-0.21210841558014604
0.04769539078156321,0.21839274434276246,-0.21839274434276246
0.05040080160320648,0.22450122851157514,-0.22450122851157514
0.05310621242484975,0.23044785185557654,-0.23044785185557654
0.05581162324649308,0.23624483750231048,-0.23624483750231048
0.05851703406813635,0.2419029434879542,-0.2419029434879542
0.061222444889779626,0.24743169742330837,-0.24743169742330837
0.0639278557114229,0.25283958493761,-0.25283958493761
0.06663326653306623,0.2581342025634461,-0.2581342025634461
0.0693386773547095,0.263322382935271,-0.263322382935271
0.07204408817635277,0.2684102981935544,-0.2684102981935544
0.07474949899799604,0.27340354605965894,-0.27340354605965894
0.07745490981963937,0.27830722200409996,-0.27830722200409996
0.08016032064128265,0.2831259801595089,-0.2831259801595089
0.08286573146292592,0.28786408505217514,-0.28786408505217514
0.08557114228456925,0.29252545578901207,-0.29252545578901207
0.08827655310621252,0.2971137040027143,-0.2971137040027143
0.09098196392785579,0.30163216660007564,-0.30163216660007564
0.09368737474949906,0.30608393415777163,-0.30608393415777163
0.09639278557114239,0.31047187565243717,-0.31047187565243717
0.09909819639278566,0.31479866008734164,-0.31479866008734164
0.10180360721442894,0.31906677547878426,-0.31906677547878426
0.10450901803607221,0.32327854558580316,-0.32327854558580316
0.10721442885771554,0.32743614470262067,-0.32743614470262067
0.10991983967935881,0.33154161078114885,-0.33154161078114885
0.11262525050100208,0.3355968571083497,-0.3355968571083497
0.11533066132264536,0.3396036827283317,-0.3396036827283317
0.11803607214428868,0.34356378177026853,-0.34356378177026853
0.12074148296593196,0.3474787518193479,-0.3474787518193479
0.12344689378757523,0.35135010144807877,-0.35135010144807877
0.1261523046092185,0.3551792570086526,-0.3551792570086526
0.12885771543086183,0.3589675687730882,-0.3589675687730882
0.1315631262525051,0.3627163164961084,-0.3627163164961084
0.13426853707414838,0.3664267144657283,-0.3664267144657283
0.13697394789579165,0.3700999160980608,-0.3700999160980608
0.13967935871743498,0.37373701812562665,-0.37373701812562665
0.14238476953907825,0.3773390644222756,-0.3773390644222756
0.14509018036072152,0.3809070495025283,-0.3809070495025283
0.1477955911823648,0.3844419217285815,-0.3844419217285815
0.15050100200400807,0.38794458625428463,-0.38794458625428463
0.1532064128256514,0.3914159077319819,-0.3914159077319819
0.15591182364729472,0.3948567128051576,-0.3948567128051576
0.15861723446893794,0.3982677924072419,-0.3982677924072419
0.16132264529058127,0.4016499038846907,-0.4016499038846907
0.16402805611222449,0.40500377296048057,-0.40500377296048057
0.1667334669338678,0.4083300955524437,-0.4083300955524437
0.16943887775551114,0.4116295394593434,-0.4116295394593434
0.17214428857715436,0.41490274592626447,-0.41490274592626447
0.1748496993987977,0.4181503310997107,-0.4181503310997107
0.17755511022044101,0.42137288738175954,-0.42137288738175954
0.18026052104208423,0.4245709846917053,-0.4245709846917053
0.18296593186372756,0.42774517164279896,-0.42774517164279896
0.1856713426853709,0.4308959766409648,-0.4308959766409648
0.1883767535070141,0.4340239089117259,-0.4340239089117259
0.19108216432865743,0.43712945946099013,-0.43712945946099013
0.19378757515030065,0.4402131019748284,-0.4402131019748284
0.19649298597194398,0.4432752936629155,-0.4432752936629155
0.1991983967935873,0.4463164760498847,-0.4463164760498847
0.20190380761523052,0.449337075718475,-0.449337075718475
0.20460921843687385,0.4523375050080126,-0.4523375050080126
0.20731462925851718,0.45531816267146336,-0.45531816267146336
0.2100200400801604,0.45827943449402175,-0.45827943449402175
0.21272545090180373,0.46122169387595346,-0.46122169387595346
0.21543086172344694,0.46414530238218177,-0.46414530238218177
0.21813627254509027,0.46705061026091194,-0.46705061026091194
0.2208416833667336,0.4699379569333952,-0.4699379569333952
0.22354709418837682,0.4728076714567741,-0.4728076714567741
0.22625250501002014,0.475660072961795,-0.475660072961795
0.22895791583166347,0.4784954710670347,-0.4784954710670347
0.2316633266533067,0.481314166271165,-0.481314166271165
0.23436873747495002,0.48411645032466105,-0.48411645032466105
0.23707414829659323,0.48690260658225404,-0.48690260658225404
0.23977955911823656,0.48967291033733584,-0.48967291033733584
0.2424849699398799,0.4924276291394299,-0.4924276291394299
0.2451903807615231,0.49516702309576627,-0.49516702309576627
0.24789579158316644,0.49789134515792344,-0.49789134515792344
0.25060120240480976,0.5006008413944285,-0.5006008413944285
0.253306613226453,0.5032957512501501,-0.5032957512501501
0.2560120240480963,0.5059763077932565,-0.5059763077932565
0.25871743486973964,0.5086427379504593,-0.5086427379504593
0.26142284569138285,0.5112952627312156,-0.5112952627312156
0.2641282565130262,0.5139340974415165,-0.5139340974415165
0.2668336673346694,0.5165594518878436,-0.5165594518878436
0.26953907815631273,0.5191715305718455,-0.5191715305718455
0.27224448897795606,0.5217705328762405,-0.5217705328762405
0.2749498997995993,0.5243566532424274,-0.5243566532424274
0.2776553106212426,0.5269300813402501,-0.5269300813402501
0.28036072144288593,0.5294910022303362,-0.5294910022303362
0.28306613226452915,0.532039596519403,-0.532039596519403
0.2857715430861725,0.5345760405088994,-0.5345760405088994
0.2884769539078157,0.5371005063373294,-0.5371005063373294
0.291182364729459,0.5396131621165843,-0.5396131621165843
0.29388777555110235,0.5421141720625853,-0.5421141720625853
0.29659318637274557,0.5446036966205293,-0.5446036966205293
0.2992985971943889,0.5470818925850032,-0.5470818925850032
0.3020040080160322,0.5495489132152226,-0.5495489132152226
0.30470941883767544,0.5520049083456373,-0.5520049083456373
0.30741482965931877,0.5544500244921257,-0.5544500244921257
0.310120240480962,0.5568844049539922,-0.5568844049539922
0.3128256513026053,0.559308189911971,-0.559308189911971
0.31553106212424864,0.5617215165224211,-0.5617215165224211
0.31823647294589186,0.5641245190078976,-0.5641245190078976
0.3209418837675352,0.5665173287442629,-0.5665173287442629
0.3236472945891785,0.5689000743445007,-0.5689000743445007
0.32635270541082173,0.5712728817393853,-0.5712728817393853
0.32905811623246506,0.5736358742551455,-0.5736358742551455
0.3317635270541083,0.5759891726882618,-0.5759891726882618
0.3344689378757516,0.5783328953775253,-0.5783328953775253
0.33717434869739493,0.5806671582734768,-0.5806671582734768
0.33987975951903815,0.5829920750053453,-0.5829920750053453
0.3425851703406815,0.5853077569455931,-0.5853077569455931
0.3452905811623248,0.5876143132721707,-0.5876143132721707
0.347995991983968,0.5899118510285821,-0.5899118510285821
0.35070140280561135,0.592200475181852,-0.592200475181852
0.3534068136272547,0.5944802886784848,-0.5944802886784848
0.3561122244488979,0.5967513924984993,-0.5967513924984993
0.3588176352705412,0.5990138857076197,-0.5990138857076197
0.36152304609218444,0.6012678655076991,-0.6012678655076991
0.36422845691382777,0.603513427285448,-0.603513427285448
0.3669338677354711,0.6057506646595372,-0.6057506646595372
0.3696392785571143,0.6079796695261399,-0.6079796695261399
0.37234468937875764,0.6102005321029781,-0.6102005321029781
0.37505010020040097,0.6124133409719297,-0.6124133409719297
0.3777555110220442,0.6146181831202557,-0.6146181831202557
0.3804609218436875,0.6168151439805021,-0.6168151439805021
0.38316633266533073,0.6190043074691247,-0.6190043074691247
0.38587174348697406,0.6211857560238918,-0.6211857560238918
0.3885771543086174,0.623359570640106,-0.623359570640106
0.3912825651302606,0.6255258309056954,-0.6255258309056954
0.39398797595190393,0.6276846150352133,-0.6276846150352133
0.39669338677354726,0.6298359999027899,-0.6298359999027899
0.3993987975951905,0.6319800610740741,-0.6319800610740741
0.4021042084168338,0.6341168728372033,-0.6341168728372033
0.404809619238477,0.6362465082328366,-0.6362465082328366
0.40751503006012035,0.6383690390832879,-0.6383690390832879
0.4102204408817637,0.6404845360207877,-0.6404845360207877
0.4129258517034069,0.6425930685149093,-0.6425930685149093
0.4156312625250502,0.6446947048991873,-0.6446947048991873
0.41833667334669355,0.6467895123969571,-0.6467895123969571
0.42104208416833677,0.648877557146444,-0.648877557146444
0.4237474949899801,0.6509589042251286,-0.6509589042251286
0.4264529058116233,0.6530336176734115,-0.6530336176734115
0.42915831663326665,0.6551017605176058,-0.6551017605176058
0.43186372745491,0.6571633947922769,-0.6571633947922769
0.4345691382765532,0.6592185815619529,-0.6592185815619529
0.4372745490981965,0.6612673809422301,-0.6612673809422301
0.43997995991983985,0.6633098521202891,-0.6633098521202891
0.44268537074148306,0.6653460533748458,-0.6653460533748458
0.4453907815631264,0.6673760420955538,-0.6673760420955538
0.4480961923847697,0.6693998748018778,-0.6693998748018778
0.45080160320641294,0.6714176071614543,-0.6714176071614543
0.45350701402805627,0.6734292940079577,-0.6734292940079577
0.4562124248496995,0.675434989358487,-0.675434989358487
0.4589178356713428,0.6774347464304904,-0.6774347464304904
0.46162324649298614,0.6794286176582395,-0.6794286176582395
0.46432865731462936,0.6814166547088715,-0.6814166547088715
0.4670340681362727,0.6833989084980109,-0.6833989084980109
0.469739478957916,0.685375429204984,-0.685375429204984
0.47244488977955923,0.68734626628764,-0.68734626628764
0.47515030060120256,0.689311468496791,-0.689311468496791
0.4778557114228458,0.6912710838902824,-0.6912710838902824
0.4805611222444891,0.6932251598467045,-0.6932251598467045
0.48326653306613243,0.695173743078759,-0.695173743078759
0.48597194388777565,0.6971168796462869,-0.6971168796462869
0.488677354709419,0.6990546149689729,-0.6990546149689729
0.4913827655310623,0.7009869938387319,-0.7009869938387319
0.4940881763527055,0.7029140604317896,-0.7029140604317896
0.49679358717434885,0.7048358583204666,-0.7048358583204666
0.49949899799599207,0.7067524304846726,-0.7067524304846726
0.5022044088176354,0.7086638193231226,-0.7086638193231226
0.5049098196392787,0.7105700666642796,-0.7105700666642796
0.5076152304609219,0.7124712137770353,-0.7124712137770353
0.5103206412825653,0.7143673013811349,-0.7143673013811349
0.5130260521042086,0.7162583696573525,-0.7162583696573525
0.5157314629258518,0.718144458257426,-0.718144458257426
0.5184368737474951,0.7200256063137582,-0.7200256063137582
0.5211422845691385,0.7219018524488897,-0.7219018524488897
0.5238476953907817,0.7237732347847505,-0.7237732347847505
0.526553106212425,0.7256397909516987,-0.7256397909516987
0.5292585170340682,0.7275015580973475,-0.7275015580973475
0.5319639278557116,0.7293585728951923,-0.7293585728951923
0.5346693386773549,0.731210871553039,-0.731210871553039
0.5373747494989981,0.7330584898212408,-0.7330584898212408
0.5400801603206414,0.7349014630007491,-0.7349014630007491
0.5427855711422848,0.736739825950983,-0.736739825950983
0.545490981963928,0.7385736130975219,-0.7385736130975219
0.5481963927855713,0.7404028584396276,-0.7404028584396276
0.5509018036072145,0.7422275955575989,-0.7422275955575989
0.5536072144288579,0.7440478576199637,-0.7440478576199637
0.5563126252505012,0.7458636773905143,-0.7458636773905143
0.5590180360721444,0.7476750872351869,-0.7476750872351869
0.5617234468937877,0.7494821191287939,-0.7494821191287939
0.564428857715431,0.7512848046616084,-0.7512848046616084
0.5671342685370743,0.7530831750458075,-0.7530831750458075
0.5698396793587176,0.7548772611217784,-0.7548772611217784
0.5725450901803608,0.7566670933642885,-0.7566670933642885
0.5752505010020041,0.7584527018885252,-0.7584527018885252
0.5779559118236475,0.7602341164560082,-0.7602341164560082
0.5806613226452907,0.7620113664803765,-0.7620113664803765
0.583366733466934,0.7637844810330555,-0.7637844810330555
0.5860721442885773,0.7655534888488049,-0.7655534888488049
0.5887775551102206,0.7673184183311519,-0.7673184183311519
0.5914829659318639,0.7690792975577121,-0.7690792975577121
0.5941883767535071,0.7708361542854014,-0.7708361542854014
0.5968937875751504,0.7725890159555405,-0.7725890159555405
0.5995991983967938,0.7743379096988561,-0.7743379096988561
0.602304609218437,0.7760828623403798,-0.7760828623403798
0.6050100200400803,0.7778239004042498,-0.7778239004042498
0.6077154308617236,0.7795610501184135,-0.7795610501184135
0.6104208416833669,0.7812943374192385,-0.7812943374192385
0.6131262525050102,0.7830237879560302,-0.7830237879560302
0.6158316633266535,0.7847494270954605,-0.7847494270954605
0.6185370741482967,0.7864712799259085,-0.7864712799259085
0.6212424849699401,0.7881893712617165,-0.7881893712617165
0.6239478957915833,0.7899037256473622,-0.7899037256473622
0.6266533066132266,0.7916143673615498,-0.7916143673615498
0.6293587174348699,0.7933213204212212,-0.7933213204212212
0.6320641282565131,0.795024608585491,-0.795024608585491
0.6347695390781565,0.7967242553595042,-0.7967242553595042
0.6374749498997998,0.798420283998221,-0.798420283998221
0.640180360721443,0.8001127175101287,-0.8001127175101287
0.6428857715430863,0.8018015786608844,-0.8018015786608844
0.6455911823647296,0.8034868899768867,-0.8034868899768867
0.6482965931863729,0.8051686737487822,-0.8051686737487822
0.6510020040080161,0.8068469520349049,-0.8068469520349049
0.6537074148296594,0.8085217466646518,-0.8085217466646518
0.6564128256513028,0.8101930792417957,-0.8101930792417957
0.6591182364729461,0.8118609711477367,-0.8118609711477367
0.6618236472945894,0.8135254435446929,-0.8135254435446929
0.6645290581162325,0.8151865173788343,-0.8151865173788343
0.6672344689378759,0.8168442133833573,-0.8168442133833573
0.6699398797595192,0.8184985520815045,-0.8184985520815045
0.6726452905811625,0.8201495537895284,-0.8201495537895284
0.6753507014028058,0.8217972386196037,-0.8217972386196037
0.678056112224449,0.8234416264826845,-0.8234416264826845
0.6807615230460923,0.8250827370913127,-0.8250827370913127
0.6834669338677356,0.826720589962374,-0.826720589962374
0.6861723446893789,0.8283552044198063,-0.8283552044198063
0.6888777555110223,0.82998659959726,-0.82998659959726
0.6915831663326656,0.8316147944407107,-0.8316147944407107
0.6942885771543087,0.8332398077110267,-0.8332398077110267
0.696993987975952,0.8348616579864906,-0.8348616579864906
0.6996993987975954,0.8364803636652778,-0.8364803636652778
0.7024048096192387,0.8380959429678911,-0.8380959429678911
0.705110220440882,0.8397084139395544,-0.8397084139395544
0.7078156312625251,0.841317794452563,-0.841317794452563
0.7105210420841684,0.8429241022085965,-0.8429241022085965
0.7132264529058118,0.8445273547409887,-0.8445273547409887
0.7159318637274551,0.8461275694169615,-0.8461275694169615
0.7186372745490984,0.8477247634398198,-0.8477247634398198
0.7213426853707418,0.8493189538511087,-0.8493189538511087
0.7240480961923849,0.8509101575327356,-0.8509101575327356
0.7267535070140282,0.8524983912090557,-0.8524983912090557
0.7294589178356715,0.8540836714489228,-0.8540836714489228
0.7321643286573148,0.855666014667706,-0.855666014667706
0.7348697394789582,0.8572454371292729,-0.8572454371292729
0.7375751503006013,0.8588219549479399,-0.8588219549479399
0.7402805611222446,0.8603955840903907,-0.8603955840903907
0.7429859719438879,0.8619663403775625,-0.8619663403775625
0.7456913827655313,0.8635342394865019,-0.8635342394865019
0.7483967935871746,0.8650992969521907,-0.8650992969521907
0.7511022044088177,0.8666615281693412,-0.8666615281693412
0.753807615230461,0.8682209483941636,-0.8682209483941636
0.7565130260521044,0.8697775727461041,-0.8697775727461041
0.7592184368737477,0.8713314162095543,-0.8713314162095543
0.761923847695391,0.8728824936355357,-0.8728824936355357
0.7646292585170343,0.8744308197433541,-0.8744308197433541
0.7673346693386774,0.8759764091222305,-0.8759764091222305
0.7700400801603208,0.8775192762329046,-0.8775192762329046
0.7727454909819641,0.8790594354092128,-0.8790594354092128
0.7754509018036074,0.8805969008596427,-0.8805969008596427
0.7781563126252508,0.8821316866688617,-0.8821316866688617
0.7808617234468939,0.8836638067992226,-0.8836638067992226
0.7835671342685372,0.8851932750922463,-0.8851932750922463
0.7862725450901805,0.8867201052700793,-0.8867201052700793
0.7889779559118238,0.8882443109369312,-0.8882443109369312
0.7916833667334672,0.8897659055804887,-0.8897659055804887
0.7943887775551105,0.8912849025733076,-0.8912849025733076
0.7970941883767536,0.8928013151741846,-0.8928013151741846
0.7997995991983969,0.8943151565295072,-0.8943151565295072
0.8025050100200403,0.8958264396745835,-0.8958264396745835
0.8052104208416836,0.8973351775349518,-0.8973351775349518
0.8079158316633269,0.8988413829276704,-0.8988413829276704
0.81062124248497,0.9003450685625873,-0.9003450685625873
0.8133266533066134,0.901846247043593,-0.901846247043593
0.8160320641282567,0.9033449308698515,-0.9033449308698515
0.8187374749499,0.9048411324370151,-0.9048411324370151
0.8214428857715433,0.9063348640384211,-0.9063348640384211
0.8241482965931864,0.9078261378662692,-0.9078261378662692
0.8268537074148298,0.9093149660127836,-0.9093149660127836
0.8295591182364731,0.9108013604713561,-0.9108013604713561
0.8322645290581164,0.9122853331376738,-0.9122853331376738
0.8349699398797598,0.9137668958108297,-0.9137668958108297
0.8376753507014031,0.9152460601944173,-0.9152460601944173
0.8403807615230462,0.9167228378976091,-0.9167228378976091
0.8430861723446895,0.91819724043622,-0.91819724043622
0.8457915831663328,0.9196692792337542,-0.9196692792337542
0.8484969939879762,0.9211389656224386,-0.9211389656224386
0.8512024048096195,0.9226063108442406,-0.9226063108442406
0.8539078156312626,0.9240713260518706,-0.9240713260518706
0.8566132264529059,0.9255340223097722,-0.9255340223097722
0.8593186372745493,0.9269944105950959,-0.9269944105950959
0.8620240480961926,0.928452501798661,-0.928452501798661
0.8647294589178359,0.9299083067259029,-0.9299083067259029
0.8674348697394793,0.9313618360978075,-0.9313618360978075
0.8701402805611224,0.9328131005518321,-0.9328131005518321
0.8728456913827657,0.9342621106428141,-0.9342621106428141
0.875551102204409,0.9357088768438659,-0.9357088768438659
0.8782565130260523,0.9371534095472589,-0.9371534095472589
0.8809619238476957,0.9385957190652937,-0.9385957190652937
0.8836673346693388,0.9400358156311592,-0.9400358156311592
0.8863727454909821,0.9414737093997804,-0.9414737093997804
0.8890781563126254,0.9429094104486525,-0.9429094104486525
0.8917835671342688,0.9443429287786661,-0.9443429287786661
0.8944889779559121,0.9457742743149192,-0.9457742743149192
0.8971943887775552,0.9472034569075195,-0.9472034569075195
0.8998997995991985,0.9486304863323751,-0.9486304863323751
0.9026052104208419,0.9500553722919742,-0.9500553722919742
0.9053106212424852,0.9514781244161555,-0.9514781244161555
0.9080160320641285,0.9528987522628669,-0.9528987522628669
0.9107214428857718,0.9543172653189147,-0.9543172653189147
0.9134268537074149,0.9557336730007031,-0.9557336730007031
0.9161322645290583,0.9571479846549635,-0.9571479846549635
0.9188376753507016,0.9585602095594734,-0.9585602095594734
0.9215430861723449,0.9599703569237672,-0.9599703569237672
0.9242484969939883,0.9613784358898364,-0.9613784358898364
0.9269539078156314,0.9627844555328214,-0.9627844555328214
0.9296593186372747,0.9641884248616941,-0.9641884248616941
0.932364729458918,0.9655903528199306,-0.9655903528199306
0.9350701402805613,0.9669902482861765,-0.9669902482861765
0.9377755511022047,0.9683881200749029,-0.9683881200749029
0.9404809619238478,0.9697839769370536,-0.9697839769370536
0.9431863727454911,0.9711778275606847,-0.9711778275606847
0.9458917835671344,0.9725696805715951,-0.9725696805715951
0.9485971943887778,0.9739595445339492,-0.9739595445339492
0.9513026052104211,0.9753474279508924,-0.9753474279508924
0.9540080160320644,0.976733339265157,-0.976733339265157
0.9567134268537075,0.9781172868596626,-0.9781172868596626
0.9594188376753509,0.9794992790581067,-0.9794992790581067
0.9621242484969942,0.9808793241255492,-0.9808793241255492
0.9648296593186375,0.9822574302689888,-0.9822574302689888
0.9675350701402808,0.9836336056379331,-0.9836336056379331
0.970240480961924,0.9850078583249597,-0.9850078583249597
0.9729458917835673,0.9863801963662729,-0.9863801963662729
0.9756513026052106,0.9877506277422509,-0.9877506277422509
0.9783567134268539,0.989119160377987,-0.989119160377987
0.9810621242484973,0.9904858021438254,-0.9904858021438254
0.9837675350701406,0.9918505608558885,-0.9918505608558885
0.9864729458917837,0.9932134442765984,-0.9932134442765984
0.989178356713427,0.9945744601151927,-0.9945744601151927
0.9918837675350703,0.9959336160282323,-0.9959336160282323
0.9945891783567137,0.9972909196201045,-0.9972909196201045
0.997294589178357,0.9986463784435194,-0.9986463784435194
1.0,1.0,-1.0
