alpha,value_A_avg_improver,value_B_risk_reducer,resource_reserve_phi_minus_crit,alpha_from_resource_reserve
0.0,0.93,0.41000000000000003,1.2,0.7296875
0.030215827338129497,0.9312086330935253,0.41815827338129496,1.1920863309352518,0.7323605926931342
0.060431654676258995,0.9324172661870503,0.42631654676259,1.1841726618705035,0.7350671522877306
0.09064748201438849,0.9336258992805756,0.43447482014388494,1.1762589928057554,0.7378078112472798
0.12086330935251799,0.9348345323741009,0.4426330935251799,1.168345323741007,0.7405832180728447
0.1510791366906475,0.9360431654676259,0.4507913669064748,1.160431654676259,0.7433940378146386
0.18129496402877698,0.9372517985611512,0.45894964028776986,1.1525179856115106,0.7462409526033155
0.21151079136690648,0.9384604316546764,0.4671079136690648,1.1446043165467625,0.7491246622018564
0.24172661870503598,0.9396690647482014,0.4752661870503597,1.1366906474820144,0.7520458845789971
0.2719424460431655,0.9408776978417267,0.48342446043165477,1.128776978417266,0.755005356505178
0.302158273381295,0.942086330935252,0.4915827338129497,1.120863309352518,0.7580038341720585
0.33237410071942447,0.943294964028777,0.49974100719424464,1.1129496402877697,0.7610420938366904
0.36258992805755397,0.9445035971223023,0.5078992805755396,1.1050359712230216,0.7641209324915008
0.39280575539568346,0.9457122302158273,0.5160575539568346,1.0971223021582734,0.7672411685613005
0.42302158273381296,0.9469208633093525,0.5242158273381295,1.0892086330935251,0.7704036426285996
0.45323741007194246,0.9481294964028778,0.5323741007194245,1.081294964028777,0.7736092181885763
0.48345323741007196,0.9493381294964028,0.5405323741007194,1.0733812949640287,0.7768587824351298
0.5136690647482014,0.9505467625899281,0.5486906474820145,1.0654676258992806,0.7801532470795126
0.543884892086331,0.9517553956834534,0.5568489208633094,1.0575539568345325,0.7834935492031367
0.5741007194244605,0.9529640287769784,0.5650071942446043,1.0496402877697841,0.7868806521462235
0.60431654676259,0.9541726618705036,0.5731654676258994,1.041726618705036,0.7903155464340688
0.6345323741007194,0.9553812949640289,0.5813237410071943,1.0338129496402877,0.7937992507427981
0.6647482014388489,0.9565899280575539,0.5894820143884892,1.0258992805755396,0.7973328129065833
0.6949640287769785,0.9577985611510792,0.5976402877697843,1.0179856115107913,0.8009173109684184
0.7251798561151079,0.9590071942446045,0.6057985611510792,1.0100719424460431,0.8045538542766633
0.7553956834532374,0.9602158273381295,0.6139568345323742,1.002158273381295,0.8082435846297034
0.7856115107913669,0.9614244604316547,0.6221151079136691,0.9942446043165467,0.8119876774712027
0.8158273381294965,0.96263309352518,0.6302733812949641,0.9863309352517986,0.8157873431385778
0.8460431654676259,0.963841726618705,0.6384316546762591,0.9784172661870504,0.8196438281674823
0.8762589928057554,0.9650503597122303,0.646589928057554,0.9705035971223022,0.8235584166552528
0.9064748201438849,0.9662589928057553,0.6547482014388489,0.962589928057554,0.8275324316864479
0.9366906474820145,0.9674676258992806,0.662906474820144,0.9546762589928057,0.8315672368238076
0.9669064748201439,0.9686762589928058,0.6710647482014389,0.9467625899280576,0.8356642376681613
0.9971223021582734,0.9698848920863309,0.6792230215827338,0.9388489208633093,0.8398248834910325
1.0273381294964028,0.9710935251798561,0.6873812949640288,0.9309352517985612,0.8440506689439224
1.0575539568345325,0.9723021582733814,0.6955395683453238,0.923021582733813,0.8483431358485154
1.087769784172662,0.9735107913669064,0.7036978417266188,0.9151079136690647,0.8527038750722962
1.1179856115107913,0.9747194244604317,0.7118561151079137,0.9071942446043166,0.8571345284943885
1.148201438848921,0.975928057553957,0.7200143884892087,0.8992805755395683,0.861636791066706
1.1784172661870504,0.977136690647482,0.7281726618705037,0.8913669064748202,0.8662124129758555
1.20863309352518,0.9783453237410072,0.7363309352517986,0.883453237410072,0.870863201911589
1.2388489208633093,0.9795539568345325,0.7444892086330935,0.8755395683453238,0.8755910254479748
1.2690647482014388,0.9807625899280575,0.7526474820143886,0.8676258992805755,0.880397813543881
1.2992805755395684,0.9819712230215828,0.7608057553956835,0.8597122302158273,0.8852855611698056
1.3294964028776979,0.983179856115108,0.7689640287769784,0.8517985611510792,0.890256331068561
1.3597122302158273,0.9843884892086331,0.7771223021582735,0.8438848920863309,0.8953122566578415
1.389928057553957,0.9855971223021583,0.7852805755395684,0.8359712230215828,0.9004555450832548
1.4201438848920864,0.9868057553956836,0.7934388489208634,0.8280575539568346,0.9056884804309935
1.4503597122302159,0.9880143884892086,0.8015971223021584,0.8201438848920863,0.9110134271099746
1.4805755395683453,0.9892230215827339,0.8097553956834532,0.8122302158273382,0.9164328334139655
1.5107913669064748,0.9904316546762592,0.8179136690647483,0.8043165467625899,0.9219492352749756
1.5410071942446044,0.9916402877697842,0.8260719424460433,0.7964028776978418,0.9275652602199966
1.5712230215827339,0.9928489208633094,0.8342302158273381,0.7884892086330936,0.9332836315440689
1.6014388489208633,0.9940575539568345,0.8423884892086332,0.7805755395683454,0.9391071727135931
1.631654676258993,0.9952661870503597,0.8505467625899282,0.7726618705035972,0.9450388120148498
1.6618705035971224,0.996474820143885,0.858705035971223,0.7647482014388489,0.9510815874638052
1.6920863309352518,0.99768345323741,0.8668633093525181,0.7568345323741008,0.957238651994498
1.7223021582733813,0.9988920863309353,0.8750215827338131,0.7489208633093526,0.9635132789446277
1.7525179856115107,1.0001007194244607,0.883179856115108,0.7410071942446044,0.9699088678583947
1.7827338129496404,1.0013093525179855,0.891338129496403,0.7330935251798562,0.9764289506282073
1.8129496402877698,1.0025179856115107,0.899496402877698,0.7251798561151079,0.9830771979985704
1.8431654676258993,1.003726618705036,0.9076546762589929,0.7172661870503598,0.9898574264573181
1.873381294964029,1.0049352517985612,0.9158129496402879,0.7093525179856115,0.9967736055413781
1.9035971223021584,1.0061438848920865,0.923971223021583,0.7014388489208634,1.0038298655864482
1.9338129496402878,1.0073525179856118,0.9321294964028778,0.6935251798561152,1.011030505952381
1.9640287769784173,1.0085611510791366,0.9402877697841726,0.685611510791367,1.018380003758692
1.9942446043165467,1.0097697841726618,0.9484460431654677,0.6776978417266187,1.0258830231674896
2.0244604316546764,1.010978417266187,0.9566043165467627,0.6697841726618706,1.0335444252542698
2.0546762589928056,1.0121870503597123,0.9647625899280575,0.6618705035971224,1.0413692785104731
2.0848920863309353,1.0133956834532376,0.9729208633093526,0.6539568345323742,1.0493628700254851
2.115107913669065,1.0146043165467624,0.9810791366906476,0.646043165467626,1.0575307173999207
2.145323741007194,1.0158129496402877,0.9892374100719424,0.6381294964028777,1.0658785814466039
2.175539568345324,1.017021582733813,0.9973956834532375,0.6302158273381295,1.0744124797406809
2.2057553956834535,1.0182302158273382,1.0055539568345324,0.6223021582733814,1.083138701085843
2.2359712230215827,1.0194388489208634,1.0137122302158272,0.6143884892086332,1.092063820969747
2.2661870503597124,1.0206474820143887,1.0218705035971225,0.606474820143885,1.1011947180884512
2.296402877697842,1.0218561151079135,1.0300287769784173,0.5985611510791368,1.1105385920271416
2.3266187050359712,1.0230647482014388,1.0381870503597121,0.5906474820143885,1.1201029821926625
2.356834532374101,1.024273381294964,1.0463453237410074,0.5827338129496403,1.1298957881024752
2.38705035971223,1.0254820143884893,1.0545035971223022,0.5748201438848922,1.1399252911448032
2.41726618705036,1.0266906474820146,1.062661870503597,0.566906474820144,1.150200177935943
2.4474820143884894,1.0278992805755398,1.0708201438848923,0.5589928057553958,1.1607295654131953
2.4776978417266187,1.0291079136690646,1.0789784172661872,0.5510791366906476,1.1715230278157776
2.5079136690647483,1.0303165467625899,1.087136690647482,0.5431654676258993,1.1825906257215424
2.5381294964028775,1.0315251798561151,1.0952949640287768,0.5352517985611511,1.1939429373246024
2.568345323741007,1.0327338129496404,1.103453237410072,0.527338129496403,1.2055910921582562
2.598561151079137,1.0339424460431657,1.1116115107913669,0.5194244604316548,1.2175468074891982
2.628776978417266,1.0351510791366905,1.1197697841726617,0.5115107913669066,1.2298224276331793
2.6589928057553958,1.0363597122302157,1.127928057553957,0.5035971223021584,1.242430966469428
2.6892086330935254,1.037568345323741,1.1360863309352518,0.49568345323741014,1.2553861534616346
2.7194244604316546,1.0387769784172662,1.1442446043165466,0.4877697841726619,1.268702483527623
2.7496402877697843,1.0399856115107915,1.1524028776978419,0.4798561151079138,1.2823952711385247
2.779856115107914,1.0411942446043168,1.1605611510791367,0.4719424460431656,1.29648070907195
2.810071942446043,1.0424028776978416,1.1687194244604315,0.4640287769784174,1.310975932293044
2.840287769784173,1.0436115107913668,1.1768776978417268,0.45611510791366916,1.3258990874932903
2.870503597122302,1.044820143884892,1.1850359712230216,0.44820143884892094,1.341269408880414
2.9007194244604317,1.0460287769784173,1.1931942446043164,0.4402877697841727,1.357107300884956
2.9309352517985614,1.0472374100719426,1.2013525179856117,0.4323741007194246,1.3734344285313114
2.9611510791366906,1.0484460431654679,1.2095107913669065,0.4244604316546764,1.3902738163148887
2.9913669064748203,1.0496546762589927,1.2176690647482014,0.4165467625899282,1.4076499565343377
3.0215827338129495,1.050863309352518,1.2258273381294962,0.40863309352517996,1.4255889281507654
3.051798561151079,1.0520719424460432,1.2339856115107914,0.40071942446043174,1.4441185273870099
3.082014388489209,1.0532805755395684,1.2421438848920863,0.39280575539568363,1.463268411442483
3.112230215827338,1.0544892086330937,1.250302158273381,0.3848920863309354,1.4830702568864125
3.1424460431654677,1.055697841726619,1.2584604316546764,0.3769784172661872,1.503557934508816
3.1726618705035974,1.0569064748201438,1.2666187050359712,0.369064748201439,1.5247677026594038
3.2028776978417266,1.058115107913669,1.274776978417266,0.36115107913669076,1.5467384213959554
3.2330935251798563,1.0593237410071943,1.2829352517985613,0.35323741007194254,1.5695117901029556
3.263309352517986,1.0605323741007195,1.291093525179856,0.34532374100719443,1.5931326116373472
3.293525179856115,1.0617410071942448,1.299251798561151,0.3374100719424462,1.6176490865218887
3.323741007194245,1.0629496402877696,1.3074100719424462,0.329496402877698,1.643113141250878
3.353956834532374,1.0641582733812949,1.315568345323741,0.3215827338129498,1.6695807954138298
3.3841726618705037,1.0653669064748201,1.3237266187050358,0.31366906474820155,1.697112573099415
3.4143884892086334,1.0665755395683454,1.331884892086331,0.30575539568345333,1.7257739649384556
3.4446043165467626,1.0677841726618706,1.340043165467626,0.2978417266187052,1.755635948210205
3.4748201438848922,1.068992805755396,1.3482014388489207,0.289928057553957,1.7867755737067283
3.5050359712230215,1.0702014388489207,1.356359712230216,0.2820143884892088,1.8192766295707468
3.535251798561151,1.071410071942446,1.3645179856115108,0.27410071942446057,1.8532303941487196
3.565467625899281,1.0726187050359712,1.3726762589928057,0.26618705035971235,1.8887364921030751
3.59568345323741,1.0738273381294965,1.380834532374101,0.25827338129496413,1.9259038706933216
3.6258992805755397,1.0750359712230217,1.3889928057553957,0.250359712230216,1.9648519163763056
3.6561151079136693,1.076244604316547,1.3971510791366906,0.2424460431654678,2.0057117358322167
3.6863309352517986,1.0774532374100718,1.4053093525179858,0.2345323741007196,2.0486276303751136
3.716546762589928,1.078661870503597,1.4134676258992807,0.22661870503597137,2.093758798686062
3.746762589928058,1.0798705035971223,1.421625899280576,0.21870503597122315,2.1412813102119452
3.776978417266187,1.0810791366906476,1.4297841726618707,0.21079136690647493,2.1913904007916867
3.8071942446043168,1.0822877697841728,1.4379424460431656,0.20287769784172682,2.2443031536113924
3.837410071942446,1.0834964028776977,1.4461007194244604,0.1949640287769785,2.3002616431187852
3.8676258992805757,1.084705035971223,1.4542589928057557,0.18705035971223039,2.359536637931033
3.8978417266187053,1.0859136690647482,1.4624172661870505,0.17913669064748228,2.4224319822320908
3.9280575539568345,1.0871223021582734,1.4705755395683453,0.17122302158273395,2.4892898052691854
3.958273381294964,1.0883309352517987,1.4787338129496406,0.16330935251798584,2.560496747486692
3.9884892086330934,1.089539568345324,1.4868920863309354,0.1553956834532375,2.6364914425427863
4.018705035971223,1.0907482014388488,1.4950503597122302,0.1474820143884894,2.717773561037316
4.048920863309353,1.091956834532374,1.5032086330935255,0.1395683453237413,2.804914809960678
4.079136690647482,1.0931654676258993,1.5113669064748203,0.13165467625899296,2.898572399728074
4.109352517985611,1.0943741007194245,1.5195251798561151,0.12374100719424486,2.9995056497175105
4.139568345323741,1.0955827338129498,1.52768345323741,0.11582733812949653,3.108596620132254
4.1697841726618705,1.096791366906475,1.5358417266187052,0.10791366906474842,3.2268759571209764
4.2,1.0979999999999999,1.544,0.1,3.3555555555555556
